"TSNE1","TSNE2","ID","week","treatment"
-48.1161359184813,30.6738929212251,"125YGHM",2,"Medium Stress"
52.5174339948285,-47.6680953694388,"125YGHM",2,"Medium Stress"
-27.1280387102661,-34.7136024162719,"125YGHM",2,"Medium Stress"
-48.211273142275,27.8328949844918,"125YGHM",2,"Medium Stress"
-5.72666723900422,-50.3225679115831,"125YGHM",2,"Medium Stress"
47.7960289049922,-43.4566260325603,"125YGHM",2,"Medium Stress"
-38.4582257913662,19.7947777946167,"125YGHM",2,"Medium Stress"
-38.4782577990706,23.0209735838701,"125YGHM",2,"Medium Stress"
-65.7062604832572,26.3651074054768,"125YGHM",2,"Medium Stress"
-38.2325638483945,24.6478292971391,"125YGHM",2,"Medium Stress"
21.1719020150925,47.4238246130115,"125YGHM",3,"Medium Stress"
-37.661924478776,32.0231669262865,"125YGHM",3,"Medium Stress"
-1.12320389134914,23.877049077292,"132YGMM",1,"Control"
-44.1597304478662,31.2384810339718,"132YGMM",1,"Control"
23.9943788186677,-4.41306082361834,"132YGMM",1,"Control"
28.0779021317004,-52.5791266651513,"132YGMM",2,"Control"
-54.6184579773511,12.5217837730879,"132YGMM",2,"Control"
58.3961110773277,-14.1438206263759,"132YGMM",2,"Control"
-41.1973569971533,18.531172553424,"303YGHM",2,"High Stress"
-71.0561397396534,22.0558258649603,"303YGHM",2,"High Stress"
-50.4812449347117,43.4386167307412,"303YGHM",2,"High Stress"
-70.5114269613281,21.3571348256153,"303YGHM",2,"High Stress"
51.2920665965935,-40.4110681234224,"303YGHM",2,"High Stress"
50.9119527107986,-41.6666348279127,"303YGHM",2,"High Stress"
50.9351220598948,-54.0914688619584,"303YGHM",2,"High Stress"
50.9079294731147,-54.1893640480189,"303YGHM",2,"High Stress"
-70.0993968149777,16.3009204606638,"303YGHM",2,"High Stress"
-70.9670687222423,20.484759365113,"303YGHM",2,"High Stress"
-70.6555968337706,19.0726244189451,"303YGHM",2,"High Stress"
-71.3512837052868,21.6789808169915,"303YGHM",2,"High Stress"
-70.13169761469,23.0255452023829,"303YGHM",2,"High Stress"
-38.4664842546536,17.1827927042936,"303YGHM",2,"High Stress"
-70.8609766035255,20.5981232797081,"303YGHM",2,"High Stress"
-70.6863762166366,22.0843366523863,"303YGHM",2,"High Stress"
53.0759908231939,-35.5039631906501,"303YGHM",2,"High Stress"
50.7229093036695,-41.5383679366075,"303YGHM",2,"High Stress"
-20.2595620139762,48.2623894127641,"303YGHM",2,"High Stress"
-41.1369984358557,17.8057923140362,"303YGHM",2,"High Stress"
-69.5338743619404,22.730940842011,"303YGHM",2,"High Stress"
-71.5515506474687,21.8580089615606,"303YGHM",3,"High Stress"
-71.0086285452003,22.093917418264,"303YGHM",3,"High Stress"
-16.6897823606277,54.254679827354,"303YGHM",3,"High Stress"
-71.1791518695704,21.6845129425397,"303YGHM",3,"High Stress"
-0.474193035338682,66.2192818877025,"303YGHM",3,"High Stress"
-8.77796171611805,43.518287451144,"303YGHM",3,"High Stress"
-9.24183472800906,43.5309549298411,"303YGHM",3,"High Stress"
-71.8802852757763,20.1352412513854,"303YGHM",3,"High Stress"
47.5247054190175,-44.6076281433003,"303YGHM",3,"High Stress"
1.27481983410951,63.2937132887195,"303YGHM",3,"High Stress"
-42.8688055411902,19.6451723552086,"303YGHM",3,"High Stress"
0.864864971484513,65.727193671939,"303YGHM",3,"High Stress"
-38.5141385052898,17.2434988918293,"303YGHM",3,"High Stress"
-16.7364150675049,54.3996532220948,"303YGHM",3,"High Stress"
51.2660066890956,-53.2518798581626,"303YGHM",3,"High Stress"
5.14584046744244,-44.6059108241729,"303YGHM",4,"High Stress"
-14.496900787485,30.8395403969124,"327YYLM",1,"Medium Stress"
10.0694857601112,-48.5374321881849,"327YYLM",1,"Medium Stress"
12.1760818512781,-41.2465508174182,"327YYLM",1,"Medium Stress"
10.1926179043443,-44.5450529150211,"327YYLM",1,"Medium Stress"
8.4744711509361,-48.3925439285669,"327YYLM",1,"Medium Stress"
12.3699954412335,-50.0821929299388,"327YYLM",1,"Medium Stress"
10.2355294734503,-48.5300409865162,"327YYLM",1,"Medium Stress"
-35.6460772686362,-26.4164022503939,"327YYLM",1,"Medium Stress"
11.1317360125775,-48.4001530850703,"327YYLM",1,"Medium Stress"
-35.7122632972025,-26.4675987994958,"327YYLM",1,"Medium Stress"
13.4309520865087,-55.698767839394,"327YYLM",1,"Medium Stress"
16.5570527345279,-51.2533807996551,"327YYLM",2,"Medium Stress"
17.5268440794057,-47.7186317944564,"327YYLM",2,"Medium Stress"
14.0695911680291,-47.6748541576413,"327YYLM",2,"Medium Stress"
17.1715047804512,-43.2340425676475,"327YYLM",2,"Medium Stress"
13.991408909568,-46.9265731720176,"327YYLM",2,"Medium Stress"
9.88931886101054,-31.8723492581286,"327YYLM",2,"Medium Stress"
9.36472948213984,-42.0908991571633,"327YYLM",2,"Medium Stress"
27.7004312848406,-54.1389492765831,"327YYLM",2,"Medium Stress"
27.3474162832215,-54.2783164409627,"327YYLM",2,"Medium Stress"
17.4484473171487,-47.5200617857883,"327YYLM",2,"Medium Stress"
18.3288598037946,-52.3489104197225,"327YYLM",2,"Medium Stress"
27.8007556736096,-48.9275950317216,"327YYLM",2,"Medium Stress"
10.1608099939412,-56.90361172422,"327YYLM",2,"Medium Stress"
17.605014643776,-50.2991160944081,"327YYLM",2,"Medium Stress"
19.2089442061158,-46.2994978835092,"327YYLM",2,"Medium Stress"
14.0608543128944,-49.1720920259798,"327YYLM",2,"Medium Stress"
27.0817781244455,-54.5723314490965,"327YYLM",2,"Medium Stress"
