CallFile,Year,Dialect,Site,UniqueBird,UniqueCall
2005_06_05_AHOG_B2_C1.aif,2005,Nor,AHOG,AHOG_B2,AHOG_B2_C1
2005_06_05_AHOG_B2_C2.aif,2005,Nor,AHOG,AHOG_B2,AHOG_B2_C2
2005_06_05_AHOG_B2_C4.aif,2005,Nor,AHOG,AHOG_B2,AHOG_B2_C4
2005_06_05_AHOG_B2_C5.aif,2005,Nor,AHOG,AHOG_B2,AHOG_B2_C5
2005_06_05_AHOG_B2_C6.aif,2005,Nor,AHOG,AHOG_B2,AHOG_B2_C6
2005_06_05_AHOG_B3_C0.aif,2005,Nor,AHOG,AHOG_B3,AHOG_B3_C0
2005_06_05_AHOG_B3_C1.aif,2005,Nor,AHOG,AHOG_B3,AHOG_B3_C1
2005_06_05_AHOG_B3_C2.aif,2005,Nor,AHOG,AHOG_B3,AHOG_B3_C2
2005_06_05_AHOG_B3_C4.aif,2005,Nor,AHOG,AHOG_B3,AHOG_B3_C4
2005_06_05_AHOG_B3_C5.aif,2005,Nor,AHOG,AHOG_B3,AHOG_B3_C5
2005_06_05_AHOG_B3_C6.aif,2005,Nor,AHOG,AHOG_B3,AHOG_B3_C6
2005_06_05_AHOG_B4_C0.aif,2005,Nor,AHOG,AHOG_B4,AHOG_B4_C0
2005_06_05_AHOG_B4_C1.aif,2005,Nor,AHOG,AHOG_B4,AHOG_B4_C1
2005_06_05_AHOG_B4_C2.aif,2005,Nor,AHOG,AHOG_B4,AHOG_B4_C2
2005_06_05_AHOG_B4_C3.aif,2005,Nor,AHOG,AHOG_B4,AHOG_B4_C3
2005_06_05_AHOG_B4_C4.aif,2005,Nor,AHOG,AHOG_B4,AHOG_B4_C4
2005_06_05_AHOG_B4_C5.aif,2005,Nor,AHOG,AHOG_B4,AHOG_B4_C5
2005_06_05_AHOG_B4_C6.aif,2005,Nor,AHOG,AHOG_B4,AHOG_B4_C6
2005_06_05_AHOG_B4_C7.aif,2005,Nor,AHOG,AHOG_B4,AHOG_B4_C7
2005_06_05_AHOG_B4_C8.aif,2005,Nor,AHOG,AHOG_B4,AHOG_B4_C8
2005_06_05_AHOG_B4_C9.aif,2005,Nor,AHOG,AHOG_B4,AHOG_B4_C9
2005_06_05_AHOG_B5_C0.aif,2005,Nor,AHOG,AHOG_B5,AHOG_B5_C0
2005_06_05_AHOG_B5_C1.aif,2005,Nor,AHOG,AHOG_B5,AHOG_B5_C1
2005_06_05_AHOG_B5_C2.aif,2005,Nor,AHOG,AHOG_B5,AHOG_B5_C2
2005_06_05_AHOG_B5_C3.aif,2005,Nor,AHOG,AHOG_B5,AHOG_B5_C3
2005_06_05_AHOG_B5_C4.aif,2005,Nor,AHOG,AHOG_B5,AHOG_B5_C4
2005_06_05_AHOG_B5_C5.aif,2005,Nor,AHOG,AHOG_B5,AHOG_B5_C5
2005_06_05_AHOG_B5_C6.aif,2005,Nor,AHOG,AHOG_B5,AHOG_B5_C6
2005_06_05_AHOG_B5_C7.aif,2005,Nor,AHOG,AHOG_B5,AHOG_B5_C7
2005_06_05_AHOG_B5_C8.aif,2005,Nor,AHOG,AHOG_B5,AHOG_B5_C8
2005_06_05_AHOG_B5_C9.aif,2005,Nor,AHOG,AHOG_B5,AHOG_B5_C9
2005_06_05_AHOG_B6_C0.aif,2005,Nor,AHOG,AHOG_B6,AHOG_B6_C0
2005_06_05_AHOG_B6_C1.aif,2005,Nor,AHOG,AHOG_B6,AHOG_B6_C1
2005_06_05_AHOG_B6_C3.aif,2005,Nor,AHOG,AHOG_B6,AHOG_B6_C3
2005_06_05_AHOG_B7_C0.aif,2005,Nor,AHOG,AHOG_B7,AHOG_B7_C0
2005_06_05_AHOG_B7_C1.aif,2005,Nor,AHOG,AHOG_B7,AHOG_B7_C1
2005_06_05_AHOG_B7_C2.aif,2005,Nor,AHOG,AHOG_B7,AHOG_B7_C2
2005_06_05_AHOG_B7_C3.aif,2005,Nor,AHOG,AHOG_B7,AHOG_B7_C3
2005_06_05_AHOG_B8_C0.aif,2005,Nor,AHOG,AHOG_B8,AHOG_B8_C0
2005_06_05_AHOG_B8_C1.aif,2005,Nor,AHOG,AHOG_B8,AHOG_B8_C1
2005_06_05_AHOG_B8_C2.aif,2005,Nor,AHOG,AHOG_B8,AHOG_B8_C2
2005_06_05_AHOG_B9_C0.aif,2005,Nor,AHOG,AHOG_B9,AHOG_B9_C0
2005_06_05_AHOG_B9_C1.aif,2005,Nor,AHOG,AHOG_B9,AHOG_B9_C1
2005_06_05_AHOG_B9_C2.aif,2005,Nor,AHOG,AHOG_B9,AHOG_B9_C2
2005_06_05_AHOG_B9_C3.aif,2005,Nor,AHOG,AHOG_B9,AHOG_B9_C3
2005_06_05_AHOG_B9_C4.aif,2005,Nor,AHOG,AHOG_B9,AHOG_B9_C4
2005_06_05_AHOG_B9_C5.aif,2005,Nor,AHOG,AHOG_B9,AHOG_B9_C5
2005_06_05_AHOG_B9_C6.aif,2005,Nor,AHOG,AHOG_B9,AHOG_B9_C6
2005_06_05_AHOG_B9_C7.aif,2005,Nor,AHOG,AHOG_B9,AHOG_B9_C7
2005_06_05_AHOG_B9_C8.aif,2005,Nor,AHOG,AHOG_B9,AHOG_B9_C8
2005_06_05_AHOG_B9_C9.aif,2005,Nor,AHOG,AHOG_B9,AHOG_B9_C9
2005_06_06_JUNQ_B1_C1.aif,2005,Nor,JUNQ,JUNQ_B1,JUNQ_B1_C1
2005_06_06_JUNQ_B1_C2.aif,2005,Nor,JUNQ,JUNQ_B1,JUNQ_B1_C2
2005_06_06_JUNQ_B1_C3.aif,2005,Nor,JUNQ,JUNQ_B1,JUNQ_B1_C3
2005_06_06_JUNQ_B1_C4.aif,2005,Nor,JUNQ,JUNQ_B1,JUNQ_B1_C4
2005_06_06_JUNQ_B1_C5.aif,2005,Nor,JUNQ,JUNQ_B1,JUNQ_B1_C5
2005_06_06_JUNQ_B1_C6.aif,2005,Nor,JUNQ,JUNQ_B1,JUNQ_B1_C6
2005_06_06_JUNQ_B1_C7.aif,2005,Nor,JUNQ,JUNQ_B1,JUNQ_B1_C7
2005_06_06_JUNQ_B1_C8.aif,2005,Nor,JUNQ,JUNQ_B1,JUNQ_B1_C8
2005_06_06_JUNQ_B1_C9.aif,2005,Nor,JUNQ,JUNQ_B1,JUNQ_B1_C9
2005_06_06_JUNQ_B2_C0.aif,2005,Nor,JUNQ,JUNQ_B2,JUNQ_B2_C0
2005_06_06_JUNQ_B2_C1.aif,2005,Nor,JUNQ,JUNQ_B2,JUNQ_B2_C1
2005_06_06_JUNQ_B2_C2.aif,2005,Nor,JUNQ,JUNQ_B2,JUNQ_B2_C2
2005_06_06_JUNQ_B2_C3.aif,2005,Nor,JUNQ,JUNQ_B2,JUNQ_B2_C3
2005_06_06_JUNQ_B2_C4.aif,2005,Nor,JUNQ,JUNQ_B2,JUNQ_B2_C4
2005_06_06_JUNQ_B2_C5.aif,2005,Nor,JUNQ,JUNQ_B2,JUNQ_B2_C5
2005_06_06_JUNQ_B2_C6.aif,2005,Nor,JUNQ,JUNQ_B2,JUNQ_B2_C6
2005_06_06_JUNQ_B2_C7.aif,2005,Nor,JUNQ,JUNQ_B2,JUNQ_B2_C7
2005_06_06_JUNQ_B2_C8.aif,2005,Nor,JUNQ,JUNQ_B2,JUNQ_B2_C8
2005_06_06_JUNQ_B2_C9.aif,2005,Nor,JUNQ,JUNQ_B2,JUNQ_B2_C9
2005_06_06_JUNQ_B3_C0.aif,2005,Nor,JUNQ,JUNQ_B3,JUNQ_B3_C0
2005_06_06_JUNQ_B3_C1.aif,2005,Nor,JUNQ,JUNQ_B3,JUNQ_B3_C1
2005_06_06_JUNQ_B3_C2.aif,2005,Nor,JUNQ,JUNQ_B3,JUNQ_B3_C2
2005_06_06_JUNQ_B3_C3.aif,2005,Nor,JUNQ,JUNQ_B3,JUNQ_B3_C3
2005_06_06_JUNQ_B3_C4.aif,2005,Nor,JUNQ,JUNQ_B3,JUNQ_B3_C4
2005_06_06_JUNQ_B3_C5.aif,2005,Nor,JUNQ,JUNQ_B3,JUNQ_B3_C5
2005_06_06_JUNQ_B3_C6.aif,2005,Nor,JUNQ,JUNQ_B3,JUNQ_B3_C6
2005_06_06_JUNQ_B3_C7.aif,2005,Nor,JUNQ,JUNQ_B3,JUNQ_B3_C7
2005_06_06_JUNQ_B3_C8.aif,2005,Nor,JUNQ,JUNQ_B3,JUNQ_B3_C8
2005_06_06_JUNQ_B3_C9.aif,2005,Nor,JUNQ,JUNQ_B3,JUNQ_B3_C9
2005_06_06_JUNQ_B4_C0.aif,2005,Nor,JUNQ,JUNQ_B4,JUNQ_B4_C0
2005_06_06_JUNQ_B4_C1.aif,2005,Nor,JUNQ,JUNQ_B4,JUNQ_B4_C1
2005_06_06_JUNQ_B4_C2.aif,2005,Nor,JUNQ,JUNQ_B4,JUNQ_B4_C2
2005_06_06_JUNQ_B4_C3.aif,2005,Nor,JUNQ,JUNQ_B4,JUNQ_B4_C3
2005_06_06_JUNQ_B4_C4.aif,2005,Nor,JUNQ,JUNQ_B4,JUNQ_B4_C4
2005_06_06_JUNQ_B4_C5.aif,2005,Nor,JUNQ,JUNQ_B4,JUNQ_B4_C5
2005_06_06_JUNQ_B4_C6.aif,2005,Nor,JUNQ,JUNQ_B4,JUNQ_B4_C6
2005_06_06_JUNQ_B4_C7.aif,2005,Nor,JUNQ,JUNQ_B4,JUNQ_B4_C7
2005_06_06_JUNQ_B4_C8.aif,2005,Nor,JUNQ,JUNQ_B4,JUNQ_B4_C8
2005_06_06_JUNQ_B4_C9.aif,2005,Nor,JUNQ,JUNQ_B4,JUNQ_B4_C9
2005_06_06_JUNQ_B5_C0.aif,2005,Nor,JUNQ,JUNQ_B5,JUNQ_B5_C0
2005_06_06_JUNQ_B5_C1.aif,2005,Nor,JUNQ,JUNQ_B5,JUNQ_B5_C1
2005_06_06_JUNQ_B5_C2.aif,2005,Nor,JUNQ,JUNQ_B5,JUNQ_B5_C2
2005_06_06_JUNQ_B5_C3.aif,2005,Nor,JUNQ,JUNQ_B5,JUNQ_B5_C3
2005_06_06_JUNQ_B5_C4.aif,2005,Nor,JUNQ,JUNQ_B5,JUNQ_B5_C4
2005_06_06_JUNQ_B5_C5.aif,2005,Nor,JUNQ,JUNQ_B5,JUNQ_B5_C5
2005_06_06_JUNQ_B5_C6.aif,2005,Nor,JUNQ,JUNQ_B5,JUNQ_B5_C6
2005_06_06_JUNQ_B5_C7.aif,2005,Nor,JUNQ,JUNQ_B5,JUNQ_B5_C7
2005_06_06_JUNQ_B5_C8.aif,2005,Nor,JUNQ,JUNQ_B5,JUNQ_B5_C8
2005_06_06_JUNQ_B5_C9.aif,2005,Nor,JUNQ,JUNQ_B5,JUNQ_B5_C9
2005_06_06_JUNQ_B6_C0.aif,2005,Nor,JUNQ,JUNQ_B6,JUNQ_B6_C0
2005_06_06_JUNQ_B6_C1.aif,2005,Nor,JUNQ,JUNQ_B6,JUNQ_B6_C1
2005_06_06_JUNQ_B6_C2.aif,2005,Nor,JUNQ,JUNQ_B6,JUNQ_B6_C2
2005_06_06_JUNQ_B6_C3.aif,2005,Nor,JUNQ,JUNQ_B6,JUNQ_B6_C3
2005_06_06_JUNQ_B6_C4.aif,2005,Nor,JUNQ,JUNQ_B6,JUNQ_B6_C4
2005_06_06_JUNQ_B6_C5.aif,2005,Nor,JUNQ,JUNQ_B6,JUNQ_B6_C5
2005_06_06_JUNQ_B6_C6.aif,2005,Nor,JUNQ,JUNQ_B6,JUNQ_B6_C6
2005_06_06_JUNQ_B6_C7.aif,2005,Nor,JUNQ,JUNQ_B6,JUNQ_B6_C7
2005_06_06_JUNQ_B6_C8.aif,2005,Nor,JUNQ,JUNQ_B6,JUNQ_B6_C8
2005_06_06_JUNQ_B6_C9.aif,2005,Nor,JUNQ,JUNQ_B6,JUNQ_B6_C9
2005_06_09_MURC_B1_C0.aif,2005,Nor,MURC,MURC_B1,MURC_B1_C0
2005_06_09_MURC_B1_C1.aif,2005,Nor,MURC,MURC_B1,MURC_B1_C1
2005_06_09_MURC_B1_C2.aif,2005,Nor,MURC,MURC_B1,MURC_B1_C2
2005_06_09_MURC_B1_C3.aif,2005,Nor,MURC,MURC_B1,MURC_B1_C3
2005_06_09_MURC_B1_C4.aif,2005,Nor,MURC,MURC_B1,MURC_B1_C4
2005_06_09_MURC_B1_C5.aif,2005,Nor,MURC,MURC_B1,MURC_B1_C5
2005_06_09_MURC_B1_C6.aif,2005,Nor,MURC,MURC_B1,MURC_B1_C6
2005_06_09_MURC_B1_C7.aif,2005,Nor,MURC,MURC_B1,MURC_B1_C7
2005_06_09_MURC_B1_C8.aif,2005,Nor,MURC,MURC_B1,MURC_B1_C8
2005_06_09_MURC_B1_C9.aif,2005,Nor,MURC,MURC_B1,MURC_B1_C9
2005_06_09_MURC_B2_C0.aif,2005,Nor,MURC,MURC_B2,MURC_B2_C0
2005_06_09_MURC_B2_C1.aif,2005,Nor,MURC,MURC_B2,MURC_B2_C1
2005_06_09_MURC_B2_C2.aif,2005,Nor,MURC,MURC_B2,MURC_B2_C2
2005_06_09_MURC_B2_C3.aif,2005,Nor,MURC,MURC_B2,MURC_B2_C3
2005_06_09_MURC_B2_C4.aif,2005,Nor,MURC,MURC_B2,MURC_B2_C4
2005_06_09_MURC_B2_C5.aif,2005,Nor,MURC,MURC_B2,MURC_B2_C5
2005_06_09_MURC_B2_C6.aif,2005,Nor,MURC,MURC_B2,MURC_B2_C6
2005_06_09_MURC_B2_C7.aif,2005,Nor,MURC,MURC_B2,MURC_B2_C7
2005_06_09_MURC_B2_C8.aif,2005,Nor,MURC,MURC_B2,MURC_B2_C8
2005_06_09_MURC_B2_C9.aif,2005,Nor,MURC,MURC_B2,MURC_B2_C9
2005_06_09_MURC_B3_C0.aif,2005,Nor,MURC,MURC_B3,MURC_B3_C0
2005_06_09_MURC_B3_C1.aif,2005,Nor,MURC,MURC_B3,MURC_B3_C1
2005_06_09_MURC_B3_C2.aif,2005,Nor,MURC,MURC_B3,MURC_B3_C2
2005_06_09_MURC_B3_C3.aif,2005,Nor,MURC,MURC_B3,MURC_B3_C3
2005_06_09_MURC_B3_C4.aif,2005,Nor,MURC,MURC_B3,MURC_B3_C4
2005_06_09_MURC_B3_C5.aif,2005,Nor,MURC,MURC_B3,MURC_B3_C5
2005_06_09_MURC_B3_C6.aif,2005,Nor,MURC,MURC_B3,MURC_B3_C6
2005_06_09_MURC_B3_C7.aif,2005,Nor,MURC,MURC_B3,MURC_B3_C7
2005_06_09_MURC_B3_C8.aif,2005,Nor,MURC,MURC_B3,MURC_B3_C8
2005_06_09_MURC_B3_C9.aif,2005,Nor,MURC,MURC_B3,MURC_B3_C9
2005_06_09_MURC_B6_C1.aif,2005,Nor,MURC,MURC_B6,MURC_B6_C1
2005_06_09_MURC_B6_C2.aif,2005,Nor,MURC,MURC_B6,MURC_B6_C2
2005_06_09_MURC_B6_C3.aif,2005,Nor,MURC,MURC_B6,MURC_B6_C3
2005_06_09_MURC_B6_C4.aif,2005,Nor,MURC,MURC_B6,MURC_B6_C4
2005_06_09_MURC_B6_C5.aif,2005,Nor,MURC,MURC_B6,MURC_B6_C5
2005_06_09_MURC_B6_C6.aif,2005,Nor,MURC,MURC_B6,MURC_B6_C6
2005_06_09_MURC_B6_C7.aif,2005,Nor,MURC,MURC_B6,MURC_B6_C7
2005_06_09_MURC_B6_C8.aif,2005,Nor,MURC,MURC_B6,MURC_B6_C8
2005_06_09_MURC_B6_C9.aif,2005,Nor,MURC,MURC_B6,MURC_B6_C9
2005_06_09_MURC_B7_C0.aif,2005,Nor,MURC,MURC_B7,MURC_B7_C0
2005_06_09_MURC_B7_C1.aif,2005,Nor,MURC,MURC_B7,MURC_B7_C1
2005_06_09_MURC_B7_C2.aif,2005,Nor,MURC,MURC_B7,MURC_B7_C2
2005_06_09_MURC_B7_C3.aif,2005,Nor,MURC,MURC_B7,MURC_B7_C3
2005_06_09_MURC_B7_C4.aif,2005,Nor,MURC,MURC_B7,MURC_B7_C4
2005_06_09_MURC_B7_C5.aif,2005,Nor,MURC,MURC_B7,MURC_B7_C5
2005_06_10_MURC_B4_C1.aif,2005,Nor,MURC,MURC_B4,MURC_B4_C1
2005_06_10_MURC_B4_C2.aif,2005,Nor,MURC,MURC_B4,MURC_B4_C2
2005_06_10_MURC_B4_C3.aif,2005,Nor,MURC,MURC_B4,MURC_B4_C3
2005_06_10_MURC_B4_C4.aif,2005,Nor,MURC,MURC_B4,MURC_B4_C4
2005_06_10_MURC_B4_C5.aif,2005,Nor,MURC,MURC_B4,MURC_B4_C5
2005_06_10_MURC_B5_C0.aif,2005,Nor,MURC,MURC_B5,MURC_B5_C0
2005_06_10_MURC_B5_C1.aif,2005,Nor,MURC,MURC_B5,MURC_B5_C1
2005_06_10_MURC_B5_C2.aif,2005,Nor,MURC,MURC_B5,MURC_B5_C2
2005_06_10_MURC_B5_C3.aif,2005,Nor,MURC,MURC_B5,MURC_B5_C3
2005_06_10_MURC_B5_C4.aif,2005,Nor,MURC,MURC_B5,MURC_B5_C4
2005_06_10_MURC_B5_C5.aif,2005,Nor,MURC,MURC_B5,MURC_B5_C5
2005_06_10_MURC_B5_C6.aif,2005,Nor,MURC,MURC_B5,MURC_B5_C6
2005_06_10_MURC_B5_C7.aif,2005,Nor,MURC,MURC_B5,MURC_B5_C7
2005_06_10_MURC_B5_C8.aif,2005,Nor,MURC,MURC_B5,MURC_B5_C8
2005_06_10_MURC_B5_C9.aif,2005,Nor,MURC,MURC_B5,MURC_B5_C9
2005_06_10_MURC_B6_C0.aif,2005,Nor,MURC,MURC_B6,MURC_B6_C0
2005_06_11_HORI_B1_C0.aif,2005,Nor,HORI,HORI_B1,HORI_B1_C0
2005_06_11_HORI_B1_C1.aif,2005,Nor,HORI,HORI_B1,HORI_B1_C1
2005_06_11_HORI_B1_C2.aif,2005,Nor,HORI,HORI_B1,HORI_B1_C2
2005_06_11_HORI_B1_C3.aif,2005,Nor,HORI,HORI_B1,HORI_B1_C3
2005_06_11_HORI_B1_C4.aif,2005,Nor,HORI,HORI_B1,HORI_B1_C4
2005_06_11_HORI_B1_C5.aif,2005,Nor,HORI,HORI_B1,HORI_B1_C5
2005_06_11_HORI_B1_C6.aif,2005,Nor,HORI,HORI_B1,HORI_B1_C6
2005_06_11_HORI_B1_C7.aif,2005,Nor,HORI,HORI_B1,HORI_B1_C7
2005_06_11_HORI_B1_C8.aif,2005,Nor,HORI,HORI_B1,HORI_B1_C8
2005_06_11_HORI_B1_C9.aif,2005,Nor,HORI,HORI_B1,HORI_B1_C9
2005_06_11_HORI_B2_C0.aif,2005,Nor,HORI,HORI_B2,HORI_B2_C0
2005_06_11_HORI_B2_C1.aif,2005,Nor,HORI,HORI_B2,HORI_B2_C1
2005_06_11_HORI_B2_C2.aif,2005,Nor,HORI,HORI_B2,HORI_B2_C2
2005_06_11_HORI_B2_C3.aif,2005,Nor,HORI,HORI_B2,HORI_B2_C3
2005_06_11_HORI_B2_C4.aif,2005,Nor,HORI,HORI_B2,HORI_B2_C4
2005_06_11_HORI_B2_C5.aif,2005,Nor,HORI,HORI_B2,HORI_B2_C5
2005_06_11_HORI_B2_C6.aif,2005,Nor,HORI,HORI_B2,HORI_B2_C6
2005_06_11_HORI_B2_C7.aif,2005,Nor,HORI,HORI_B2,HORI_B2_C7
2005_06_11_HORI_B2_C8.aif,2005,Nor,HORI,HORI_B2,HORI_B2_C8
2005_06_11_HORI_B2_C9.aif,2005,Nor,HORI,HORI_B2,HORI_B2_C9
2005_06_11_HORI_B3_C0.aif,2005,Nor,HORI,HORI_B3,HORI_B3_C0
2005_06_11_HORI_B3_C1.aif,2005,Nor,HORI,HORI_B3,HORI_B3_C1
2005_06_11_HORI_B3_C2.aif,2005,Nor,HORI,HORI_B3,HORI_B3_C2
2005_06_11_HORI_B3_C3.aif,2005,Nor,HORI,HORI_B3,HORI_B3_C3
2005_06_11_HORI_B3_C4.aif,2005,Nor,HORI,HORI_B3,HORI_B3_C4
2005_06_11_HORI_B3_C5.aif,2005,Nor,HORI,HORI_B3,HORI_B3_C5
2005_06_11_HORI_B3_C6.aif,2005,Nor,HORI,HORI_B3,HORI_B3_C6
2005_06_11_HORI_B3_C7.aif,2005,Nor,HORI,HORI_B3,HORI_B3_C7
2005_06_11_HORI_B3_C8.aif,2005,Nor,HORI,HORI_B3,HORI_B3_C8
2005_06_11_HORI_B3_C9.aif,2005,Nor,HORI,HORI_B3,HORI_B3_C9
2005_06_11_HORI_B4_C0.aif,2005,Nor,HORI,HORI_B4,HORI_B4_C0
2005_06_11_HORI_B4_C1.aif,2005,Nor,HORI,HORI_B4,HORI_B4_C1
2005_06_11_HORI_B4_C2.aif,2005,Nor,HORI,HORI_B4,HORI_B4_C2
2005_06_11_HORI_B4_C3.aif,2005,Nor,HORI,HORI_B4,HORI_B4_C3
2005_06_11_HORI_B4_C4.aif,2005,Nor,HORI,HORI_B4,HORI_B4_C4
2005_06_11_HORI_B4_C5.aif,2005,Nor,HORI,HORI_B4,HORI_B4_C5
2005_06_11_HORI_B4_C6.aif,2005,Nor,HORI,HORI_B4,HORI_B4_C6
2005_06_11_HORI_B4_C7.aif,2005,Nor,HORI,HORI_B4,HORI_B4_C7
2005_06_11_HORI_B4_C8.aif,2005,Nor,HORI,HORI_B4,HORI_B4_C8
2005_06_11_HORI_B4_C9.aif,2005,Nor,HORI,HORI_B4,HORI_B4_C9
2005_06_11_HORI_B5_C1.aif,2005,Nor,HORI,HORI_B5,HORI_B5_C1
2005_06_11_HORI_B5_C2.aif,2005,Nor,HORI,HORI_B5,HORI_B5_C2
2005_06_11_HORI_B5_C3.aif,2005,Nor,HORI,HORI_B5,HORI_B5_C3
2005_06_11_HORI_B5_C4.aif,2005,Nor,HORI,HORI_B5,HORI_B5_C4
2005_06_11_HORI_B5_C5.aif,2005,Nor,HORI,HORI_B5,HORI_B5_C5
2005_06_11_HORI_B5_C6.aif,2005,Nor,HORI,HORI_B5,HORI_B5_C6
2005_06_11_HORI_B5_C7.aif,2005,Nor,HORI,HORI_B5,HORI_B5_C7
2005_06_11_HORI_B5_C8.aif,2005,Nor,HORI,HORI_B5,HORI_B5_C8
2005_06_11_HORI_B5_C9.aif,2005,Nor,HORI,HORI_B5,HORI_B5_C9
2005_06_11_HORI_B6_C0.aif,2005,Nor,HORI,HORI_B6,HORI_B6_C0
2005_06_11_HORI_B6_C1.aif,2005,Nor,HORI,HORI_B6,HORI_B6_C1
2005_06_11_HORI_B6_C2.aif,2005,Nor,HORI,HORI_B6,HORI_B6_C2
2005_06_11_HORI_B6_C3.aif,2005,Nor,HORI,HORI_B6,HORI_B6_C3
2005_06_11_HORI_B6_C4.aif,2005,Nor,HORI,HORI_B6,HORI_B6_C4
2005_06_11_HORI_B6_C5.aif,2005,Nor,HORI,HORI_B6,HORI_B6_C5
2005_06_11_HORI_B6_C6.aif,2005,Nor,HORI,HORI_B6,HORI_B6_C6
2005_06_11_HORI_B6_C7.aif,2005,Nor,HORI,HORI_B6,HORI_B6_C7
2005_06_11_HORI_B6_C8.aif,2005,Nor,HORI,HORI_B6,HORI_B6_C8
2005_06_11_HORI_B6_C9.aif,2005,Nor,HORI,HORI_B6,HORI_B6_C9
2005_06_13_CABU_B1_C0.aif,2005,Nor,CABU,CABU_B1,CABU_B1_C0
2005_06_13_CABU_B1_C1.aif,2005,Nor,CABU,CABU_B1,CABU_B1_C1
2005_06_13_CABU_B1_C2.aif,2005,Nor,CABU,CABU_B1,CABU_B1_C2
2005_06_13_CABU_B1_C3.aif,2005,Nor,CABU,CABU_B1,CABU_B1_C3
2005_06_13_CABU_B1_C4.aif,2005,Nor,CABU,CABU_B1,CABU_B1_C4
2005_06_13_CABU_B1_C5.aif,2005,Nor,CABU,CABU_B1,CABU_B1_C5
2005_06_13_CABU_B1_C6.aif,2005,Nor,CABU,CABU_B1,CABU_B1_C6
2005_06_13_CABU_B1_C7.aif,2005,Nor,CABU,CABU_B1,CABU_B1_C7
2005_06_13_CABU_B1_C8.aif,2005,Nor,CABU,CABU_B1,CABU_B1_C8
2005_06_13_CABU_B1_C9.aif,2005,Nor,CABU,CABU_B1,CABU_B1_C9
2005_06_13_CABU_B2_C1.aif,2005,Nor,CABU,CABU_B2,CABU_B2_C1
2005_06_13_CABU_B2_C2.aif,2005,Nor,CABU,CABU_B2,CABU_B2_C2
2005_06_13_CABU_B2_C3.aif,2005,Nor,CABU,CABU_B2,CABU_B2_C3
2005_06_13_CABU_B2_C4.aif,2005,Nor,CABU,CABU_B2,CABU_B2_C4
2005_06_13_CABU_B2_C5.aif,2005,Nor,CABU,CABU_B2,CABU_B2_C5
2005_06_13_CABU_B2_C6.aif,2005,Nor,CABU,CABU_B2,CABU_B2_C6
2005_06_13_CABU_B2_C7.aif,2005,Nor,CABU,CABU_B2,CABU_B2_C7
2005_06_13_CABU_B3_C1.aif,2005,Nor,CABU,CABU_B3,CABU_B3_C1
2005_06_13_CABU_B3_C2.aif,2005,Nor,CABU,CABU_B3,CABU_B3_C2
2005_06_13_CABU_B3_C3.aif,2005,Nor,CABU,CABU_B3,CABU_B3_C3
2005_06_13_CABU_B3_C4.aif,2005,Nor,CABU,CABU_B3,CABU_B3_C4
2005_06_13_CABU_B3_C5.aif,2005,Nor,CABU,CABU_B3,CABU_B3_C5
2005_06_13_CABU_B3_C6.aif,2005,Nor,CABU,CABU_B3,CABU_B3_C6
2005_06_13_CABU_B3_C7.aif,2005,Nor,CABU,CABU_B3,CABU_B3_C7
2005_06_13_CABU_B3_C8.aif,2005,Nor,CABU,CABU_B3,CABU_B3_C8
2005_06_13_CABU_B3_C9.aif,2005,Nor,CABU,CABU_B3,CABU_B3_C9
2005_06_13_CABU_B4_C1.aif,2005,Nor,CABU,CABU_B4,CABU_B4_C1
2005_06_13_CABU_B4_C2.aif,2005,Nor,CABU,CABU_B4,CABU_B4_C2
2005_06_13_CABU_B4_C3.aif,2005,Nor,CABU,CABU_B4,CABU_B4_C3
2005_06_13_CABU_B4_C4.aif,2005,Nor,CABU,CABU_B4,CABU_B4_C4
2005_06_13_CABU_B4_C5.aif,2005,Nor,CABU,CABU_B4,CABU_B4_C5
2005_06_13_CABU_B4_C6.aif,2005,Nor,CABU,CABU_B4,CABU_B4_C6
2005_06_13_CABU_B4_C7.aif,2005,Nor,CABU,CABU_B4,CABU_B4_C7
2005_06_13_CABU_B4_C8.aif,2005,Nor,CABU,CABU_B4,CABU_B4_C8
2005_06_13_CABU_B4_C9.aif,2005,Nor,CABU,CABU_B4,CABU_B4_C9
2005_06_13_CABU_B5_C0.aif,2005,Nor,CABU,CABU_B5,CABU_B5_C0
2005_06_13_CABU_B5_C1.aif,2005,Nor,CABU,CABU_B5,CABU_B5_C1
2005_06_13_CABU_B5_C2.aif,2005,Nor,CABU,CABU_B5,CABU_B5_C2
2005_06_13_CABU_B5_C3.aif,2005,Nor,CABU,CABU_B5,CABU_B5_C3
2005_06_13_CABU_B5_C4.aif,2005,Nor,CABU,CABU_B5,CABU_B5_C4
2005_06_13_CABU_B5_C5.aif,2005,Nor,CABU,CABU_B5,CABU_B5_C5
2005_06_13_CABU_B5_C6.aif,2005,Nor,CABU,CABU_B5,CABU_B5_C6
2005_06_13_CABU_B5_C7.aif,2005,Nor,CABU,CABU_B5,CABU_B5_C7
2005_06_13_CABU_B5_C8.aif,2005,Nor,CABU,CABU_B5,CABU_B5_C8
2005_06_13_CABU_B5_C9.aif,2005,Nor,CABU,CABU_B5,CABU_B5_C9
2005_06_13_CABU_B6_C0.aif,2005,Nor,CABU,CABU_B6,CABU_B6_C0
