CallFile,Year,Dialect,Site,UniqueBird,UniqueCall
2005_06_13_CABU_B6_C1.aif,2005,Nor,CABU,CABU_B6,CABU_B6_C1
2005_06_13_CABU_B6_C2.aif,2005,Nor,CABU,CABU_B6,CABU_B6_C2
2005_06_13_CABU_B6_C3.aif,2005,Nor,CABU,CABU_B6,CABU_B6_C3
2005_06_13_CABU_B6_C4.aif,2005,Nor,CABU,CABU_B6,CABU_B6_C4
2005_06_13_CABU_B6_C5.aif,2005,Nor,CABU,CABU_B6,CABU_B6_C5
2005_06_13_CABU_B7_C0.aif,2005,Nor,CABU,CABU_B7,CABU_B7_C0
2005_06_13_CABU_B7_C1.aif,2005,Nor,CABU,CABU_B7,CABU_B7_C1
2005_06_13_CABU_B7_C2.aif,2005,Nor,CABU,CABU_B7,CABU_B7_C2
2005_06_13_CABU_B7_C3.aif,2005,Nor,CABU,CABU_B7,CABU_B7_C3
2005_06_13_CABU_B7_C4.aif,2005,Nor,CABU,CABU_B7,CABU_B7_C4
2005_06_13_CABU_B7_C5.aif,2005,Nor,CABU,CABU_B7,CABU_B7_C5
2005_06_13_CABU_B7_C6.aif,2005,Nor,CABU,CABU_B7,CABU_B7_C6
2005_06_13_CABU_B7_C7.aif,2005,Nor,CABU,CABU_B7,CABU_B7_C7
2005_06_13_CABU_B7_C8.aif,2005,Nor,CABU,CABU_B7,CABU_B7_C8
2005_06_13_CABU_B7_C9.aif,2005,Nor,CABU,CABU_B7,CABU_B7_C9
2005_06_06_INOC_B11_C0.aif,2005,Nor,INOC,INOC_B1,INOC_B11_C0
2005_06_06_INOC_B11_C1.aif,2005,Nor,INOC,INOC_B1,INOC_B11_C1
2005_06_06_INOC_B11_C2.aif,2005,Nor,INOC,INOC_B1,INOC_B11_C2
2005_06_06_INOC_B11_C3.aif,2005,Nor,INOC,INOC_B1,INOC_B11_C3
2005_06_06_INOC_B11_C4.aif,2005,Nor,INOC,INOC_B1,INOC_B11_C4
2005_06_06_INOC_B11_C5.aif,2005,Nor,INOC,INOC_B1,INOC_B11_C5
2005_06_06_INOC_B11_C6.aif,2005,Nor,INOC,INOC_B1,INOC_B11_C6
2005_06_06_INOC_B11_C7.aif,2005,Nor,INOC,INOC_B1,INOC_B11_C7
2005_06_06_INOC_B11_C8.aif,2005,Nor,INOC,INOC_B1,INOC_B11_C8
2005_06_06_INOC_B11_C9.aif,2005,Nor,INOC,INOC_B1,INOC_B11_C9
2005_06_06_INOC_B12_C0.aif,2005,Nor,INOC,INOC_B1,INOC_B12_C0
2005_06_06_INOC_B12_C1.aif,2005,Nor,INOC,INOC_B1,INOC_B12_C1
2005_06_06_INOC_B12_C2.aif,2005,Nor,INOC,INOC_B1,INOC_B12_C2
2005_06_06_INOC_B12_C3.aif,2005,Nor,INOC,INOC_B1,INOC_B12_C3
2005_06_06_INOC_B12_C4.aif,2005,Nor,INOC,INOC_B1,INOC_B12_C4
2005_06_06_INOC_B12_C5.aif,2005,Nor,INOC,INOC_B1,INOC_B12_C5
2005_06_06_INOC_B12_C6.aif,2005,Nor,INOC,INOC_B1,INOC_B12_C6
2005_06_06_INOC_B12_C7.aif,2005,Nor,INOC,INOC_B1,INOC_B12_C7
2005_06_06_INOC_B12_C8.aif,2005,Nor,INOC,INOC_B1,INOC_B12_C8
2005_06_06_INOC_B12_C9.aif,2005,Nor,INOC,INOC_B1,INOC_B12_C9
2005_06_06_INOC_B3_C1.aif,2005,Nor,INOC,INOC_B3,INOC_B3_C1
2005_06_06_INOC_B3_C2.aif,2005,Nor,INOC,INOC_B3,INOC_B3_C2
2005_06_06_INOC_B3_C3.aif,2005,Nor,INOC,INOC_B3,INOC_B3_C3
2005_06_06_INOC_B3_C4.aif,2005,Nor,INOC,INOC_B3,INOC_B3_C4
2005_06_06_INOC_B3_C5.aif,2005,Nor,INOC,INOC_B3,INOC_B3_C5
2005_06_06_INOC_B3_C6.aif,2005,Nor,INOC,INOC_B3,INOC_B3_C6
2005_06_06_INOC_B3_C7.aif,2005,Nor,INOC,INOC_B3,INOC_B3_C7
2005_06_06_INOC_B3_C8.aif,2005,Nor,INOC,INOC_B3,INOC_B3_C8
2005_06_06_INOC_B4_C0.aif,2005,Nor,INOC,INOC_B4,INOC_B4_C0
2005_06_06_INOC_B4_C1.aif,2005,Nor,INOC,INOC_B4,INOC_B4_C1
2005_06_06_INOC_B4_C2.aif,2005,Nor,INOC,INOC_B4,INOC_B4_C2
2005_06_06_INOC_B4_C3.aif,2005,Nor,INOC,INOC_B4,INOC_B4_C3
2005_06_06_INOC_B4_C4.aif,2005,Nor,INOC,INOC_B4,INOC_B4_C4
2005_06_06_INOC_B4_C5.aif,2005,Nor,INOC,INOC_B4,INOC_B4_C5
2005_06_06_INOC_B4_C6.aif,2005,Nor,INOC,INOC_B4,INOC_B4_C6
2005_06_06_INOC_B4_C7.aif,2005,Nor,INOC,INOC_B4,INOC_B4_C7
2005_06_06_INOC_B4_C8.aif,2005,Nor,INOC,INOC_B4,INOC_B4_C8
2005_06_06_INOC_B4_C9.aif,2005,Nor,INOC,INOC_B4,INOC_B4_C9
2005_06_06_INOC_B6_C0.aif,2005,Nor,INOC,INOC_B6,INOC_B6_C0
2005_06_06_INOC_B6_C1.aif,2005,Nor,INOC,INOC_B6,INOC_B6_C1
2005_06_06_INOC_B6_C2.aif,2005,Nor,INOC,INOC_B6,INOC_B6_C2
2005_06_06_INOC_B6_C3.aif,2005,Nor,INOC,INOC_B6,INOC_B6_C3
2005_06_06_INOC_B6_C4.aif,2005,Nor,INOC,INOC_B6,INOC_B6_C4
2005_06_06_INOC_B6_C5.aif,2005,Nor,INOC,INOC_B6,INOC_B6_C5
2005_06_06_INOC_B6_C6.aif,2005,Nor,INOC,INOC_B6,INOC_B6_C6
2005_06_06_INOC_B6_C7.aif,2005,Nor,INOC,INOC_B6,INOC_B6_C7
2005_06_06_INOC_B6_C8.aif,2005,Nor,INOC,INOC_B6,INOC_B6_C8
2005_06_06_INOC_B6_C9.aif,2005,Nor,INOC,INOC_B6,INOC_B6_C9
2005_06_06_INOC_B7_C0.aif,2005,Nor,INOC,INOC_B7,INOC_B7_C0
2005_06_06_INOC_B7_C1.aif,2005,Nor,INOC,INOC_B7,INOC_B7_C1
2005_06_06_INOC_B7_C2.aif,2005,Nor,INOC,INOC_B7,INOC_B7_C2
2005_06_06_INOC_B7_C3.aif,2005,Nor,INOC,INOC_B7,INOC_B7_C3
2005_06_06_INOC_B7_C4.aif,2005,Nor,INOC,INOC_B7,INOC_B7_C4
2005_06_06_INOC_B7_C5.aif,2005,Nor,INOC,INOC_B7,INOC_B7_C5
2005_06_06_INOC_B7_C6.aif,2005,Nor,INOC,INOC_B7,INOC_B7_C6
2005_06_06_INOC_B7_C7.aif,2005,Nor,INOC,INOC_B7,INOC_B7_C7
2005_06_06_INOC_B7_C8.aif,2005,Nor,INOC,INOC_B7,INOC_B7_C8
2005_06_06_INOC_B7_C9.aif,2005,Nor,INOC,INOC_B7,INOC_B7_C9
2005_06_06_INOC_B8_C0.aif,2005,Nor,INOC,INOC_B8,INOC_B8_C0
2005_06_06_INOC_B8_C1.aif,2005,Nor,INOC,INOC_B8,INOC_B8_C1
2005_06_06_INOC_B8_C2.aif,2005,Nor,INOC,INOC_B8,INOC_B8_C2
2005_06_06_INOC_B8_C3.aif,2005,Nor,INOC,INOC_B8,INOC_B8_C3
2005_06_06_INOC_B8_C4.aif,2005,Nor,INOC,INOC_B8,INOC_B8_C4
2005_06_06_INOC_B8_C5.aif,2005,Nor,INOC,INOC_B8,INOC_B8_C5
2005_06_06_INOC_B8_C6.aif,2005,Nor,INOC,INOC_B8,INOC_B8_C6
2005_06_06_PARC_B1_C10.aif,2005,Nor,PARC,PARC_B1_,PARC_B1_C10
2005_06_06_PARC_B1_C11.aif,2005,Nor,PARC,PARC_B1_,PARC_B1_C11
2005_06_06_PARC_B1_C12.aif,2005,Nor,PARC,PARC_B1_,PARC_B1_C12
2005_06_06_PARC_B1_C13.aif,2005,Nor,PARC,PARC_B1_,PARC_B1_C13
2005_06_06_PARC_B4_C0.aif,2005,Nor,PARC,PARC_B4,PARC_B4_C0
2005_06_06_PARC_B4_C1.aif,2005,Nor,PARC,PARC_B4,PARC_B4_C1
2005_06_06_PARC_B4_C2.aif,2005,Nor,PARC,PARC_B4,PARC_B4_C2
2005_06_06_PARC_B4_C3.aif,2005,Nor,PARC,PARC_B4,PARC_B4_C3
2005_06_06_PARC_B4_C4.aif,2005,Nor,PARC,PARC_B4,PARC_B4_C4
2005_06_06_PARC_B4_C5.aif,2005,Nor,PARC,PARC_B4,PARC_B4_C5
2005_06_06_PARC_B4_C6.aif,2005,Nor,PARC,PARC_B4,PARC_B4_C6
2005_06_06_PARC_B4_C7.aif,2005,Nor,PARC,PARC_B4,PARC_B4_C7
2005_06_06_PARC_B4_C8.aif,2005,Nor,PARC,PARC_B4,PARC_B4_C8
2005_06_06_PARC_B4_C9.aif,2005,Nor,PARC,PARC_B4,PARC_B4_C9
2005_06_06_PARC_B7_C0.aif,2005,Nor,PARC,PARC_B7,PARC_B7_C0
2005_06_06_PARC_B7_C1.aif,2005,Nor,PARC,PARC_B7,PARC_B7_C1
2005_06_06_PARC_B7_C2.aif,2005,Nor,PARC,PARC_B7,PARC_B7_C2
2005_06_06_PARC_B7_C3.aif,2005,Nor,PARC,PARC_B7,PARC_B7_C3
2005_06_06_PARC_B7_C4.aif,2005,Nor,PARC,PARC_B7,PARC_B7_C4
2005_06_06_PARC_B7_C5.aif,2005,Nor,PARC,PARC_B7,PARC_B7_C5
2005_06_06_PARC_B7_C6.aif,2005,Nor,PARC,PARC_B7,PARC_B7_C6
2005_06_06_PARC_B7_C7.aif,2005,Nor,PARC,PARC_B7,PARC_B7_C7
2005_06_06_PARC_B7_C8.aif,2005,Nor,PARC,PARC_B7,PARC_B7_C8
2005_06_06_PARC_B7_C9.aif,2005,Nor,PARC,PARC_B7,PARC_B7_C9
2005_06_08_PARC_B01_C0.aif,2005,Nor,PARC,PARC_B0,PARC_B01_C0
2005_06_08_PARC_B01_C1.aif,2005,Nor,PARC,PARC_B0,PARC_B01_C1
2005_06_08_PARC_B01_C2.aif,2005,Nor,PARC,PARC_B0,PARC_B01_C2
2005_06_08_PARC_B01_C3.aif,2005,Nor,PARC,PARC_B0,PARC_B01_C3
2005_06_08_PARC_B01_C4.aif,2005,Nor,PARC,PARC_B0,PARC_B01_C4
2005_06_08_PARC_B01_C5.aif,2005,Nor,PARC,PARC_B0,PARC_B01_C5
2005_06_08_PARC_B01_C6.aif,2005,Nor,PARC,PARC_B0,PARC_B01_C6
2005_06_08_PARC_B01_C7.aif,2005,Nor,PARC,PARC_B0,PARC_B01_C7
2005_06_08_PARC_B01_C8.aif,2005,Nor,PARC,PARC_B0,PARC_B01_C8
2005_06_08_PARC_B01_C9.aif,2005,Nor,PARC,PARC_B0,PARC_B01_C9
2005_06_08_PARC_B02_C1.aif,2005,Nor,PARC,PARC_B0,PARC_B02_C1
2005_06_08_PARC_B02_C2.aif,2005,Nor,PARC,PARC_B0,PARC_B02_C2
2005_06_08_PARC_B02_C3.aif,2005,Nor,PARC,PARC_B0,PARC_B02_C3
2005_06_08_PARC_B02_C4.aif,2005,Nor,PARC,PARC_B0,PARC_B02_C4
2005_06_08_PARC_B02_C5.aif,2005,Nor,PARC,PARC_B0,PARC_B02_C5
2005_06_09_PEBL_B1_C0.aif,2005,Nor,PEBL,PEBL_B1,PEBL_B1_C0
2005_06_09_PEBL_B1_C1.aif,2005,Nor,PEBL,PEBL_B1,PEBL_B1_C1
2005_06_09_PEBL_B1_C2.aif,2005,Nor,PEBL,PEBL_B1,PEBL_B1_C2
2005_06_09_PEBL_B1_C3.aif,2005,Nor,PEBL,PEBL_B1,PEBL_B1_C3
2005_06_09_PEBL_B1_C4.aif,2005,Nor,PEBL,PEBL_B1,PEBL_B1_C4
2005_06_09_PEBL_B1_C5.aif,2005,Nor,PEBL,PEBL_B1,PEBL_B1_C5
2005_06_09_PEBL_B1_C6.aif,2005,Nor,PEBL,PEBL_B1,PEBL_B1_C6
2005_06_09_PEBL_B1_C7.aif,2005,Nor,PEBL,PEBL_B1,PEBL_B1_C7
2005_06_09_PEBL_B1_C8.aif,2005,Nor,PEBL,PEBL_B1,PEBL_B1_C8
2005_06_09_PEBL_B1_C9.aif,2005,Nor,PEBL,PEBL_B1,PEBL_B1_C9
2005_06_12_LATR_B1_C0.aif,2005,Nor,LATR,LATR_B1,LATR_B1_C0
2005_06_12_LATR_B1_C1.aif,2005,Nor,LATR,LATR_B1,LATR_B1_C1
2005_06_12_LATR_B1_C2.aif,2005,Nor,LATR,LATR_B1,LATR_B1_C2
2005_06_12_LATR_B1_C3.aif,2005,Nor,LATR,LATR_B1,LATR_B1_C3
2005_06_12_LATR_B1_C4.aif,2005,Nor,LATR,LATR_B1,LATR_B1_C4
2005_06_12_LATR_B1_C5.aif,2005,Nor,LATR,LATR_B1,LATR_B1_C5
2005_06_12_LATR_B1_C6.aif,2005,Nor,LATR,LATR_B1,LATR_B1_C6
2005_06_12_LATR_B1_C7.aif,2005,Nor,LATR,LATR_B1,LATR_B1_C7
2005_06_12_LATR_B1_C8.aif,2005,Nor,LATR,LATR_B1,LATR_B1_C8
2005_06_12_LATR_B1_C9.aif,2005,Nor,LATR,LATR_B1,LATR_B1_C9
2005_06_12_LATR_B2_C0.aif,2005,Nor,LATR,LATR_B2,LATR_B2_C0
2005_06_12_LATR_B2_C1.aif,2005,Nor,LATR,LATR_B2,LATR_B2_C1
2005_06_12_LATR_B2_C2.aif,2005,Nor,LATR,LATR_B2,LATR_B2_C2
2005_06_12_LATR_B2_C3.aif,2005,Nor,LATR,LATR_B2,LATR_B2_C3
2005_06_12_LATR_B2_C4.aif,2005,Nor,LATR,LATR_B2,LATR_B2_C4
2005_06_12_LATR_B2_C5.aif,2005,Nor,LATR,LATR_B2,LATR_B2_C5
2005_06_12_LATR_B2_C6.aif,2005,Nor,LATR,LATR_B2,LATR_B2_C6
2005_06_12_LATR_B2_C7.aif,2005,Nor,LATR,LATR_B2,LATR_B2_C7
2005_06_12_LATR_B2_C8.aif,2005,Nor,LATR,LATR_B2,LATR_B2_C8
2005_06_12_LATR_B3_C0.aif,2005,Nor,LATR,LATR_B3,LATR_B3_C0
2005_06_12_LATR_B3_C1.aif,2005,Nor,LATR,LATR_B3,LATR_B3_C1
2005_06_12_LATR_B3_C2.aif,2005,Nor,LATR,LATR_B3,LATR_B3_C2
2005_06_12_LATR_B3_C3.aif,2005,Nor,LATR,LATR_B3,LATR_B3_C3
2005_06_12_LATR_B3_C4.aif,2005,Nor,LATR,LATR_B3,LATR_B3_C4
2005_06_12_LATR_B3_C5.aif,2005,Nor,LATR,LATR_B3,LATR_B3_C5
2005_06_12_LATR_B3_C6.aif,2005,Nor,LATR,LATR_B3,LATR_B3_C6
2005_06_12_LATR_B3_C7.aif,2005,Nor,LATR,LATR_B3,LATR_B3_C7
2005_06_12_LATR_B3_C8.aif,2005,Nor,LATR,LATR_B3,LATR_B3_C8
2005_06_12_LATR_B3_C9.aif,2005,Nor,LATR,LATR_B3,LATR_B3_C9
2005_06_12_LATR_B4_C0.aif,2005,Nor,LATR,LATR_B4,LATR_B4_C0
2005_06_12_LATR_B4_C1.aif,2005,Nor,LATR,LATR_B4,LATR_B4_C1
2005_06_12_LATR_B4_C2.aif,2005,Nor,LATR,LATR_B4,LATR_B4_C2
2005_06_12_LATR_B4_C3.aif,2005,Nor,LATR,LATR_B4,LATR_B4_C3
2005_06_12_LATR_B4_C4.aif,2005,Nor,LATR,LATR_B4,LATR_B4_C4
2005_06_12_LATR_B4_C5.aif,2005,Nor,LATR,LATR_B4,LATR_B4_C5
2005_06_12_LATR_B4_C6.aif,2005,Nor,LATR,LATR_B4,LATR_B4_C6
2005_06_12_LATR_B4_C7.aif,2005,Nor,LATR,LATR_B4,LATR_B4_C7
2005_06_12_LATR_B4_C8.aif,2005,Nor,LATR,LATR_B4,LATR_B4_C8
2005_06_12_LATR_B4_C9.aif,2005,Nor,LATR,LATR_B4,LATR_B4_C9
2005_06_12_LATR_B5_C0.aif,2005,Nor,LATR,LATR_B5,LATR_B5_C0
2005_06_12_LATR_B5_C1.aif,2005,Nor,LATR,LATR_B5,LATR_B5_C1
2005_06_12_LATR_B5_C2.aif,2005,Nor,LATR,LATR_B5,LATR_B5_C2
2005_06_12_LATR_B5_C3.aif,2005,Nor,LATR,LATR_B5,LATR_B5_C3
2005_06_12_LATR_B5_C4.aif,2005,Nor,LATR,LATR_B5,LATR_B5_C4
2005_06_12_LATR_B5_C5.aif,2005,Nor,LATR,LATR_B5,LATR_B5_C5
2005_06_12_LATR_B5_C6.aif,2005,Nor,LATR,LATR_B5,LATR_B5_C6
2005_06_12_LATR_B5_C7.aif,2005,Nor,LATR,LATR_B5,LATR_B5_C7
2005_06_12_LATR_B5_C8.aif,2005,Nor,LATR,LATR_B5,LATR_B5_C8
2005_06_12_LATR_B5_C9.aif,2005,Nor,LATR,LATR_B5,LATR_B5_C9
2005_06_12_LATR_B6_C0.aif,2005,Nor,LATR,LATR_B6,LATR_B6_C0
2005_06_12_LATR_B6_C1.aif,2005,Nor,LATR,LATR_B6,LATR_B6_C1
2005_06_12_LATR_B6_C2.aif,2005,Nor,LATR,LATR_B6,LATR_B6_C2
2005_06_12_LATR_B6_C3.aif,2005,Nor,LATR,LATR_B6,LATR_B6_C3
2005_06_12_LATR_B6_C4.aif,2005,Nor,LATR,LATR_B6,LATR_B6_C4
2005_06_12_LATR_B6_C5.aif,2005,Nor,LATR,LATR_B6,LATR_B6_C5
2005_06_12_LATR_B6_C6.aif,2005,Nor,LATR,LATR_B6,LATR_B6_C6
2005_06_12_LATR_B6_C7.aif,2005,Nor,LATR,LATR_B6,LATR_B6_C7
2005_06_12_LATR_B6_C8.aif,2005,Nor,LATR,LATR_B6,LATR_B6_C8
2005_06_12_LATR_B6_C9.aif,2005,Nor,LATR,LATR_B6,LATR_B6_C9
2005_06_12_LATR_B7_C0.aif,2005,Nor,LATR,LATR_B7,LATR_B7_C0
2005_06_12_LATR_B7_C1.aif,2005,Nor,LATR,LATR_B7,LATR_B7_C1
2005_06_12_LATR_B7_C2.aif,2005,Nor,LATR,LATR_B7,LATR_B7_C2
2005_06_12_LATR_B7_C3.aif,2005,Nor,LATR,LATR_B7,LATR_B7_C3
2005_06_12_LATR_B7_C4.aif,2005,Nor,LATR,LATR_B7,LATR_B7_C4
2005_06_17_BAJU_B1_C0.aif,2005,Sou,BAJU,BAJU_B1,BAJU_B1_C0
2005_06_17_BAJU_B1_C1.aif,2005,Sou,BAJU,BAJU_B1,BAJU_B1_C1
2005_06_17_BAJU_B1_C2.aif,2005,Sou,BAJU,BAJU_B1,BAJU_B1_C2
2005_06_17_BAJU_B1_C3.aif,2005,Sou,BAJU,BAJU_B1,BAJU_B1_C3
2005_06_17_BAJU_B1_C4.aif,2005,Sou,BAJU,BAJU_B1,BAJU_B1_C4
2005_06_17_BAJU_B1_C5.aif,2005,Sou,BAJU,BAJU_B1,BAJU_B1_C5
2005_06_17_BAJU_B1_C6.aif,2005,Sou,BAJU,BAJU_B1,BAJU_B1_C6
2005_06_17_BAJU_B1_C7.aif,2005,Sou,BAJU,BAJU_B1,BAJU_B1_C7
2005_06_17_BAJU_B1_C8.aif,2005,Sou,BAJU,BAJU_B1,BAJU_B1_C8
2005_06_17_BAJU_B1_C9.aif,2005,Sou,BAJU,BAJU_B1,BAJU_B1_C9
2005_06_17_BAJU_B2_C0.aif,2005,Sou,BAJU,BAJU_B2,BAJU_B2_C0
2005_06_17_BAJU_B2_C1.aif,2005,Sou,BAJU,BAJU_B2,BAJU_B2_C1
2005_06_17_BAJU_B2_C2.aif,2005,Sou,BAJU,BAJU_B2,BAJU_B2_C2
2005_06_17_BAJU_B2_C3.aif,2005,Sou,BAJU,BAJU_B2,BAJU_B2_C3
2005_06_17_BAJU_B2_C4.aif,2005,Sou,BAJU,BAJU_B2,BAJU_B2_C4
2005_06_17_BAJU_B2_C5.aif,2005,Sou,BAJU,BAJU_B2,BAJU_B2_C5
2005_06_17_BAJU_B2_C6.aif,2005,Sou,BAJU,BAJU_B2,BAJU_B2_C6
2005_06_17_BAJU_B2_C7.aif,2005,Sou,BAJU,BAJU_B2,BAJU_B2_C7
2005_06_17_BAJU_B2_C8.aif,2005,Sou,BAJU,BAJU_B2,BAJU_B2_C8
2005_06_17_BAJU_B2_C9.aif,2005,Sou,BAJU,BAJU_B2,BAJU_B2_C9
2005_06_17_BAJU_B3_C0.aif,2005,Sou,BAJU,BAJU_B3,BAJU_B3_C0
2005_06_17_BAJU_B3_C1.aif,2005,Sou,BAJU,BAJU_B3,BAJU_B3_C1
2005_06_17_BAJU_B3_C2.aif,2005,Sou,BAJU,BAJU_B3,BAJU_B3_C2
2005_06_17_BAJU_B3_C3.aif,2005,Sou,BAJU,BAJU_B3,BAJU_B3_C3
2005_06_17_BAJU_B3_C4.aif,2005,Sou,BAJU,BAJU_B3,BAJU_B3_C4
2005_06_17_BAJU_B3_C5.aif,2005,Sou,BAJU,BAJU_B3,BAJU_B3_C5
2005_06_17_BAJU_B3_C6.aif,2005,Sou,BAJU,BAJU_B3,BAJU_B3_C6
2005_06_17_BAJU_B3_C7.aif,2005,Sou,BAJU,BAJU_B3,BAJU_B3_C7
2005_06_17_BAJU_B3_C8.aif,2005,Sou,BAJU,BAJU_B3,BAJU_B3_C8
2005_06_17_BAJU_B3_C9.aif,2005,Sou,BAJU,BAJU_B3,BAJU_B3_C9
2005_06_17_BAJU_B4_C0.aif,2005,Sou,BAJU,BAJU_B4,BAJU_B4_C0
2005_06_17_BAJU_B4_C1.aif,2005,Sou,BAJU,BAJU_B4,BAJU_B4_C1
2005_06_17_BAJU_B4_C2.aif,2005,Sou,BAJU,BAJU_B4,BAJU_B4_C2
2005_06_17_BAJU_B4_C3.aif,2005,Sou,BAJU,BAJU_B4,BAJU_B4_C3
2005_06_17_BAJU_B4_C4.aif,2005,Sou,BAJU,BAJU_B4,BAJU_B4_C4
2005_06_17_BAJU_B4_C5.aif,2005,Sou,BAJU,BAJU_B4,BAJU_B4_C5
2005_06_17_BAJU_B4_C6.aif,2005,Sou,BAJU,BAJU_B4,BAJU_B4_C6
2005_06_17_BAJU_B4_C7.aif,2005,Sou,BAJU,BAJU_B4,BAJU_B4_C7
2005_06_17_BAJU_B4_C8.aif,2005,Sou,BAJU,BAJU_B4,BAJU_B4_C8
2005_06_17_BAJU_B4_C9.aif,2005,Sou,BAJU,BAJU_B4,BAJU_B4_C9
2005_06_17_BAJU_B5_C0.aif,2005,Sou,BAJU,BAJU_B5,BAJU_B5_C0
2005_06_17_BAJU_B5_C1.aif,2005,Sou,BAJU,BAJU_B5,BAJU_B5_C1
2005_06_17_BAJU_B5_C2.aif,2005,Sou,BAJU,BAJU_B5,BAJU_B5_C2
2005_06_17_BAJU_B5_C3.aif,2005,Sou,BAJU,BAJU_B5,BAJU_B5_C3
2005_06_17_BAJU_B5_C4.aif,2005,Sou,BAJU,BAJU_B5,BAJU_B5_C4
2005_06_17_BAJU_B5_C5.aif,2005,Sou,BAJU,BAJU_B5,BAJU_B5_C5
2005_06_17_BAJU_B5_C6.aif,2005,Sou,BAJU,BAJU_B5,BAJU_B5_C6
2005_06_17_BAJU_B5_C7.aif,2005,Sou,BAJU,BAJU_B5,BAJU_B5_C7
2005_06_17_BAJU_B5_C8.aif,2005,Sou,BAJU,BAJU_B5,BAJU_B5_C8
2005_06_17_BAJU_B5_C9.aif,2005,Sou,BAJU,BAJU_B5,BAJU_B5_C9
2005_06_17_BAJU_B6_C0.aif,2005,Sou,BAJU,BAJU_B6,BAJU_B6_C0
2005_06_17_BAJU_B6_C1.aif,2005,Sou,BAJU,BAJU_B6,BAJU_B6_C1
2005_06_17_BAJU_B6_C2.aif,2005,Sou,BAJU,BAJU_B6,BAJU_B6_C2
2005_06_17_BAJU_B6_C3.aif,2005,Sou,BAJU,BAJU_B6,BAJU_B6_C3
2005_06_17_BAJU_B6_C4.aif,2005,Sou,BAJU,BAJU_B6,BAJU_B6_C4
2005_06_17_BAJU_B6_C5.aif,2005,Sou,BAJU,BAJU_B6,BAJU_B6_C5
2005_06_17_BAJU_B6_C6.aif,2005,Sou,BAJU,BAJU_B6,BAJU_B6_C6
2005_06_17_BAJU_B6_C7.aif,2005,Sou,BAJU,BAJU_B6,BAJU_B6_C7
2005_06_17_BAJU_B6_C8.aif,2005,Sou,BAJU,BAJU_B6,BAJU_B6_C8
2005_06_17_BAJU_B6_C9.aif,2005,Sou,BAJU,BAJU_B6,BAJU_B6_C9
2005_06_17_TAGU_B1_C0.aif,2005,Sou,TAGU,TAGU_B1,TAGU_B1_C0
2005_06_17_TAGU_B1_C1.aif,2005,Sou,TAGU,TAGU_B1,TAGU_B1_C1
2005_06_17_TAGU_B1_C2.aif,2005,Sou,TAGU,TAGU_B1,TAGU_B1_C2
2005_06_17_TAGU_B1_C3.aif,2005,Sou,TAGU,TAGU_B1,TAGU_B1_C3
2005_06_17_TAGU_B1_C4.aif,2005,Sou,TAGU,TAGU_B1,TAGU_B1_C4
2005_06_17_TAGU_B1_C5.aif,2005,Sou,TAGU,TAGU_B1,TAGU_B1_C5
2005_06_17_TAGU_B1_C6.aif,2005,Sou,TAGU,TAGU_B1,TAGU_B1_C6
2005_06_17_TAGU_B1_C7.aif,2005,Sou,TAGU,TAGU_B1,TAGU_B1_C7
2005_06_17_TAGU_B1_C8.aif,2005,Sou,TAGU,TAGU_B1,TAGU_B1_C8
2005_06_17_TAGU_B1_C9.aif,2005,Sou,TAGU,TAGU_B1,TAGU_B1_C9
2005_06_17_TAGU_B2_C0.aif,2005,Sou,TAGU,TAGU_B2,TAGU_B2_C0
2005_06_17_TAGU_B2_C1.aif,2005,Sou,TAGU,TAGU_B2,TAGU_B2_C1
2005_06_17_TAGU_B2_C2.aif,2005,Sou,TAGU,TAGU_B2,TAGU_B2_C2
2005_06_17_TAGU_B2_C3.aif,2005,Sou,TAGU,TAGU_B2,TAGU_B2_C3
2005_06_17_TAGU_B2_C4.aif,2005,Sou,TAGU,TAGU_B2,TAGU_B2_C4
2005_06_17_TAGU_B2_C5.aif,2005,Sou,TAGU,TAGU_B2,TAGU_B2_C5
2005_06_17_TAGU_B3_C0.aif,2005,Sou,TAGU,TAGU_B3,TAGU_B3_C0
2005_06_17_TAGU_B3_C1.aif,2005,Sou,TAGU,TAGU_B3,TAGU_B3_C1
2005_06_17_TAGU_B3_C2.aif,2005,Sou,TAGU,TAGU_B3,TAGU_B3_C2
2005_06_17_TAGU_B3_C3.aif,2005,Sou,TAGU,TAGU_B3,TAGU_B3_C3
2005_06_17_TAGU_B3_C4.aif,2005,Sou,TAGU,TAGU_B3,TAGU_B3_C4
2005_06_17_TAGU_B3_C5.aif,2005,Sou,TAGU,TAGU_B3,TAGU_B3_C5
2005_06_17_TAGU_B3_C6.aif,2005,Sou,TAGU,TAGU_B3,TAGU_B3_C6
2005_06_17_TAGU_B3_C7.aif,2005,Sou,TAGU,TAGU_B3,TAGU_B3_C7
2005_06_17_TAGU_B3_C8.aif,2005,Sou,TAGU,TAGU_B3,TAGU_B3_C8
2005_06_17_TAGU_B3_C9.aif,2005,Sou,TAGU,TAGU_B3,TAGU_B3_C9
2005_06_17_TAGU_B4_C0.aif,2005,Sou,TAGU,TAGU_B4,TAGU_B4_C0
2005_06_17_TAGU_B4_C1.aif,2005,Sou,TAGU,TAGU_B4,TAGU_B4_C1
2005_06_17_TAGU_B4_C2.aif,2005,Sou,TAGU,TAGU_B4,TAGU_B4_C2
